Pitch,Roll,Yaw,M1,M2,M3,M4,Type
-24.05714286,-42.5,425,6260,-405.7142857,6250,4405.714286,1
-24.11428571,-42.6,426,6270,-411.4285714,6260,4411.428571,1
-24.17142857,-42.7,427,6280,-417.1428571,6270,4417.142857,1
-24.22857143,-42.8,428,6290,-422.8571429,6280,4422.857143,1
-24.28571429,-42.9,429,6300,-428.5714286,6290,4428.571429,1
-24.34285714,-43,430,6310,-434.2857143,6300,4434.285714,1
-24.4,-43.1,431,6320,-440,6310,4440,1
-24.45714286,-43.2,432,6330,-445.7142857,6320,4445.714286,1
-24.51428571,-43.3,433,6340,-451.4285714,6330,4451.428571,1
-24.57142857,-43.4,434,6350,-457.1428571,6340,4457.142857,1
-24.62857143,-43.5,435,6360,-462.8571429,6350,4462.857143,1
-24.68571429,-43.6,436,6370,-468.5714286,6360,4468.571429,1
-24.74285714,-43.7,437,6380,-474.2857143,6370,4474.285714,1
-24.8,-43.8,438,6390,-480,6380,4480,1
-24.85714286,-43.9,439,6400,-485.7142857,6390,4485.714286,1
-24.91428571,-44,440,6410,-491.4285714,6400,4491.428571,1
-24.97142857,-44.1,441,6420,-497.1428571,6410,4497.142857,1
-25.02857143,-44.2,442,6430,-502.8571429,6420,4502.857143,1
-25.08571429,-44.3,443,6440,-508.5714286,6430,4508.571429,1
-25.14285714,-44.4,444,6450,-514.2857143,6440,4514.285714,1
-25.2,-44.5,445,6460,-520,6450,4520,1
-25.25714286,-44.6,446,6470,-525.7142857,6460,4525.714286,1
-25.31428571,-44.7,447,6480,-531.4285714,6470,4531.428571,1
-25.37142857,-44.8,448,6490,-537.1428571,6480,4537.142857,1
-25.42857143,-44.9,449,6500,-542.8571429,6490,4542.857143,1
-25.48571429,-45,450,6510,-548.5714286,6500,4548.571429,1
-25.54285714,-45.1,451,6520,-554.2857143,6510,4554.285714,1
-25.6,-45.2,452,6530,-560,6520,4560,1
-25.65714286,-45.3,453,6540,-565.7142857,6530,4565.714286,1
-25.71428571,-45.4,454,6550,-571.4285714,6540,4571.428571,1
-25.77142857,-45.5,455,6560,-577.1428571,6550,4577.142857,1
-25.82857143,-45.6,456,6570,-582.8571429,6560,4582.857143,1
-25.88571429,-45.7,457,6580,-588.5714286,6570,4588.571429,1
-25.94285714,-45.8,458,6590,-594.2857143,6580,4594.285714,1
-26,-45.9,459,6600,-600,6590,4600,1
-26.05714286,-46,460,6610,-605.7142857,6600,4605.714286,1
-26.11428571,-46.1,461,6620,-611.4285714,6610,4611.428571,1
-26.17142857,-46.2,462,6630,-617.1428571,6620,4617.142857,1
-26.22857143,-46.3,463,6640,-622.8571429,6630,4622.857143,1
-26.28571429,-46.4,464,6650,-628.5714286,6640,4628.571429,1
-26.34285714,-46.5,465,6660,-634.2857143,6650,4634.285714,1
-26.4,-46.6,466,6670,-640,6660,4640,1
-26.45714286,-46.7,467,6680,-645.7142857,6670,4645.714286,1
-26.51428571,-46.8,468,6690,-651.4285714,6680,4651.428571,1
-26.57142857,-46.9,469,6700,-657.1428571,6690,4657.142857,1
-26.62857143,-47,470,6710,-662.8571429,6700,4662.857143,1
-26.68571429,-47.1,471,6720,-668.5714286,6710,4668.571429,1
-26.74285714,-47.2,472,6730,-674.2857143,6720,4674.285714,1
-26.8,-47.3,473,6740,-680,6730,4680,1
-26.85714286,-47.4,474,6750,-685.7142857,6740,4685.714286,1
-26.91428571,-47.5,475,6760,-691.4285714,6750,4691.428571,1
-26.97142857,-47.6,476,6770,-697.1428571,6760,4697.142857,1
-27.02857143,-47.7,477,6780,-702.8571429,6770,4702.857143,1
-27.08571429,-47.8,478,6790,-708.5714286,6780,4708.571429,1
-27.14285714,-47.9,479,6800,-714.2857143,6790,4714.285714,1
-27.2,-48,480,6810,-720,6800,4720,1
-27.25714286,-48.1,481,6820,-725.7142857,6810,4725.714286,1
-27.31428571,-48.2,482,6830,-731.4285714,6820,4731.428571,1
-27.37142857,-48.3,483,6840,-737.1428571,6830,4737.142857,1
-27.42857143,-48.4,484,6850,-742.8571429,6840,4742.857143,1
-27.48571429,-48.5,485,6860,-748.5714286,6850,4748.571429,1
-27.54285714,-48.6,486,6870,-754.2857143,6860,4754.285714,1
-27.6,-48.7,487,6880,-760,6870,4760,1
-27.65714286,-48.8,488,6890,-765.7142857,6880,4765.714286,1
-27.71428571,-48.9,489,6900,-771.4285714,6890,4771.428571,1
-27.77142857,-49,490,6910,-777.1428571,6900,4777.142857,1
-27.82857143,-49.1,491,6920,-782.8571429,6910,4782.857143,1
-27.88571429,-49.2,492,6930,-788.5714286,6920,4788.571429,1
-27.94285714,-49.3,493,6940,-794.2857143,6930,4794.285714,1
-28,-49.4,494,6950,-800,6940,4800,1
-28.05714286,-49.5,495,6960,-805.7142857,6950,4805.714286,1
-28.11428571,-49.6,496,6970,-811.4285714,6960,4811.428571,1
-28.17142857,-49.7,497,6980,-817.1428571,6970,4817.142857,1
-28.22857143,-49.8,498,6990,-822.8571429,6980,4822.857143,1
-28.28571429,-49.9,499,7000,-828.5714286,6990,4828.571429,1
-28.34285714,-50,500,7010,-834.2857143,7000,4834.285714,1
-28.4,-50.1,501,7020,-840,7010,4840,1
-28.45714286,-50.2,502,7030,-845.7142857,7020,4845.714286,1
-28.51428571,-50.3,503,7040,-851.4285714,7030,4851.428571,1
-28.57142857,-50.4,504,7050,-857.1428571,7040,4857.142857,1
-28.62857143,-50.5,505,7060,-862.8571429,7050,4862.857143,1
-28.68571429,-50.6,506,7070,-868.5714286,7060,4868.571429,1
-28.74285714,-50.7,507,7080,-874.2857143,7070,4874.285714,1
-28.8,-50.8,508,7090,-880,7080,4880,1
-28.85714286,-50.9,509,7100,-885.7142857,7090,4885.714286,1
-28.91428571,-51,510,7110,-891.4285714,7100,4891.428571,1
-28.97142857,-51.1,511,7120,-897.1428571,7110,4897.142857,1
-29.02857143,-51.2,512,7130,-902.8571429,7120,4902.857143,1
-29.08571429,-51.3,513,7140,-908.5714286,7130,4908.571429,1
-29.14285714,-51.4,514,7150,-914.2857143,7140,4914.285714,1
-29.2,-51.5,515,7160,-920,7150,4920,1
-29.25714286,-51.6,516,7170,-925.7142857,7160,4925.714286,1
-29.31428571,-51.7,517,7180,-931.4285714,7170,4931.428571,1
-29.37142857,-51.8,518,7190,-937.1428571,7180,4937.142857,1
-29.42857143,-51.9,519,7200,-942.8571429,7190,4942.857143,1
-29.48571429,-52,520,7210,-948.5714286,7200,4948.571429,1
-29.54285714,-52.1,521,7220,-954.2857143,7210,4954.285714,1
-29.6,-52.2,522,7230,-960,7220,4960,1
-29.65714286,-52.3,523,7240,-965.7142857,7230,4965.714286,1
-29.71428571,-52.4,524,7250,-971.4285714,7240,4971.428571,1
-29.77142857,-52.5,525,7260,-977.1428571,7250,4977.142857,1
-29.82857143,-52.6,526,7270,-982.8571429,7260,4982.857143,1
-29.88571429,-52.7,527,7280,-988.5714286,7270,4988.571429,1
-29.94285714,-52.8,528,7290,-994.2857143,7280,4994.285714,1
-30,-52.9,529,7300,-1000,7290,5000,1
-30.05714286,-53,530,7310,-1005.714286,7300,5005.714286,1
-30.11428571,-53.1,531,7320,-1011.428571,7310,5011.428571,1
-30.17142857,-53.2,532,7330,-1017.142857,7320,5017.142857,1
-30.22857143,-53.3,533,7340,-1022.857143,7330,5022.857143,1
-30.28571429,-53.4,534,7350,-1028.571429,7340,5028.571429,1
-30.34285714,-53.5,535,7360,-1034.285714,7350,5034.285714,1
-30.4,-53.6,536,7370,-1040,7360,5040,1
-30.45714286,-53.7,537,7380,-1045.714286,7370,5045.714286,1
-30.51428571,-53.8,538,7390,-1051.428571,7380,5051.428571,1
-30.57142857,-53.9,539,7400,-1057.142857,7390,5057.142857,1
-30.62857143,-54,540,7410,-1062.857143,7400,5062.857143,1
-30.68571429,-54.1,541,7420,-1068.571429,7410,5068.571429,1
-30.74285714,-54.2,542,7430,-1074.285714,7420,5074.285714,1
-30.8,-54.3,543,7440,-1080,7430,5080,1
-30.85714286,-54.4,544,7450,-1085.714286,7440,5085.714286,1
-30.91428571,-54.5,545,7460,-1091.428571,7450,5091.428571,1
-30.97142857,-54.6,546,7470,-1097.142857,7460,5097.142857,1
-31.02857143,-54.7,547,7480,-1102.857143,7470,5102.857143,1
-31.08571429,-54.8,548,7490,-1108.571429,7480,5108.571429,1
-31.14285714,-54.9,549,7500,-1114.285714,7490,5114.285714,1
-31.2,-55,550,7510,-1120,7500,5120,1
-31.25714286,-55.1,551,7520,-1125.714286,7510,5125.714286,1
-31.31428571,-55.2,552,7530,-1131.428571,7520,5131.428571,1
-31.37142857,-55.3,553,7540,-1137.142857,7530,5137.142857,1
-31.42857143,-55.4,554,7550,-1142.857143,7540,5142.857143,1
-31.48571429,-55.5,555,7560,-1148.571429,7550,5148.571429,1
-31.54285714,-55.6,556,7570,-1154.285714,7560,5154.285714,1
-31.6,-55.7,557,7580,-1160,7570,5160,1
-31.65714286,-55.8,558,7590,-1165.714286,7580,5165.714286,1
-31.71428571,-55.9,559,7600,-1171.428571,7590,5171.428571,1
-31.77142857,-56,560,7610,-1177.142857,7600,5177.142857,1
-31.82857143,-56.1,561,7620,-1182.857143,7610,5182.857143,1
-31.88571429,-56.2,562,7630,-1188.571429,7620,5188.571429,1
-31.94285714,-56.3,563,7640,-1194.285714,7630,5194.285714,1
-32,-56.4,564,7650,-1200,7640,5200,1
-32.05714286,-56.5,565,7660,-1205.714286,7650,5205.714286,1
-32.11428571,-56.6,566,7670,-1211.428571,7660,5211.428571,1
-32.17142857,-56.7,567,7680,-1217.142857,7670,5217.142857,1
-32.22857143,-56.8,568,7690,-1222.857143,7680,5222.857143,1
-32.28571429,-56.9,569,7700,-1228.571429,7690,5228.571429,1
-32.34285714,-57,570,7710,-1234.285714,7700,5234.285714,1
-32.4,-57.1,571,7720,-1240,7710,5240,1
-32.45714286,-57.2,572,7730,-1245.714286,7720,5245.714286,1
-32.51428571,-57.3,573,7740,-1251.428571,7730,5251.428571,1
-32.57142857,-57.4,574,7750,-1257.142857,7740,5257.142857,1
-32.62857143,-57.5,575,7760,-1262.857143,7750,5262.857143,1
-32.68571429,-57.6,576,7770,-1268.571429,7760,5268.571429,1
-32.74285714,-57.7,577,7780,-1274.285714,7770,5274.285714,1
-32.8,-57.8,578,7790,-1280,7780,5280,1
-32.85714286,-57.9,579,7800,-1285.714286,7790,5285.714286,1
-32.91428571,-58,580,7810,-1291.428571,7800,5291.428571,1
-32.97142857,-58.1,581,7820,-1297.142857,7810,5297.142857,1
-33.02857143,-58.2,582,7830,-1302.857143,7820,5302.857143,1
-33.08571429,-58.3,583,7840,-1308.571429,7830,5308.571429,1
-33.14285714,-58.4,584,7850,-1314.285714,7840,5314.285714,1
-33.2,-58.5,585,7860,-1320,7850,5320,1
-33.25714286,-58.6,586,7870,-1325.714286,7860,5325.714286,1
-33.31428571,-58.7,587,7880,-1331.428571,7870,5331.428571,1
-33.37142857,-58.8,588,7890,-1337.142857,7880,5337.142857,1
-33.42857143,-58.9,589,7900,-1342.857143,7890,5342.857143,1
-33.48571429,-59,590,7910,-1348.571429,7900,5348.571429,1
-33.54285714,-59.1,591,7920,-1354.285714,7910,5354.285714,1
-33.6,-59.2,592,7930,-1360,7920,5360,1
-33.65714286,-59.3,593,7940,-1365.714286,7930,5365.714286,1
-33.71428571,-59.4,594,7950,-1371.428571,7940,5371.428571,1
-33.77142857,-59.5,595,7960,-1377.142857,7950,5377.142857,1
-33.82857143,-59.6,596,7970,-1382.857143,7960,5382.857143,1
-33.88571429,-59.7,597,7980,-1388.571429,7970,5388.571429,1
-33.94285714,-59.8,598,7990,-1394.285714,7980,5394.285714,1
-34,-59.9,599,8000,-1400,7990,5400,1
-34.05714286,-60,600,8010,-1405.714286,8000,5405.714286,1
-34.11428571,-60.1,601,8020,-1411.428571,8010,5411.428571,1
-34.17142857,-60.2,602,8030,-1417.142857,8020,5417.142857,1
-34.22857143,-60.3,603,8040,-1422.857143,8030,5422.857143,1
-34.28571429,-60.4,604,8050,-1428.571429,8040,5428.571429,1
-34.34285714,-60.5,605,8060,-1434.285714,8050,5434.285714,1
-34.4,-60.6,606,8070,-1440,8060,5440,1
-34.45714286,-60.7,607,8080,-1445.714286,8070,5445.714286,1
-34.51428571,-60.8,608,8090,-1451.428571,8080,5451.428571,1
-34.57142857,-60.9,609,8100,-1457.142857,8090,5457.142857,1
-34.62857143,-61,610,8110,-1462.857143,8100,5462.857143,1
-34.68571429,-61.1,611,8120,-1468.571429,8110,5468.571429,1
-34.74285714,-61.2,612,8130,-1474.285714,8120,5474.285714,1
-34.8,-61.3,613,8140,-1480,8130,5480,1
-34.85714286,-61.4,614,8150,-1485.714286,8140,5485.714286,1
-34.91428571,-61.5,615,8160,-1491.428571,8150,5491.428571,1
-34.97142857,-61.6,616,8170,-1497.142857,8160,5497.142857,1
-35.02857143,-61.7,617,8180,-1502.857143,8170,5502.857143,1
-35.08571429,-61.8,618,8190,-1508.571429,8180,5508.571429,1
-35.14285714,-61.9,619,8200,-1514.285714,8190,5514.285714,1
-35.2,-62,620,8210,-1520,8200,5520,1
-35.25714286,-62.1,621,8220,-1525.714286,8210,5525.714286,1
-35.31428571,-62.2,622,8230,-1531.428571,8220,5531.428571,1
-35.37142857,-62.3,623,8240,-1537.142857,8230,5537.142857,1
-35.42857143,-62.4,624,8250,-1542.857143,8240,5542.857143,1
-35.48571429,-62.5,625,8260,-1548.571429,8250,5548.571429,1
-35.54285714,-62.6,626,8270,-1554.285714,8260,5554.285714,1
-35.6,-62.7,627,8280,-1560,8270,5560,1
-35.65714286,-62.8,628,8290,-1565.714286,8280,5565.714286,1
-35.71428571,-62.9,629,8300,-1571.428571,8290,5571.428571,1
-35.77142857,-63,630,8310,-1577.142857,8300,5577.142857,1
-35.82857143,-63.1,631,8320,-1582.857143,8310,5582.857143,1
-35.88571429,-63.2,632,8330,-1588.571429,8320,5588.571429,1
-35.94285714,-63.3,633,8340,-1594.285714,8330,5594.285714,1
-36,-63.4,634,8350,-1600,8340,5600,1
-36.05714286,-63.5,635,8360,-1605.714286,8350,5605.714286,1
-36.11428571,-63.6,636,8370,-1611.428571,8360,5611.428571,1
-36.17142857,-63.7,637,8380,-1617.142857,8370,5617.142857,1
-36.22857143,-63.8,638,8390,-1622.857143,8380,5622.857143,1
-36.28571429,-63.9,639,8400,-1628.571429,8390,5628.571429,1
-36.34285714,-64,640,8410,-1634.285714,8400,5634.285714,1
-36.4,-64.1,641,8420,-1640,8410,5640,1
-36.45714286,-64.2,642,8430,-1645.714286,8420,5645.714286,1
-36.51428571,-64.3,643,8440,-1651.428571,8430,5651.428571,1
-36.57142857,-64.4,644,8450,-1657.142857,8440,5657.142857,1
-36.62857143,-64.5,645,8460,-1662.857143,8450,5662.857143,1
-36.68571429,-64.6,646,8470,-1668.571429,8460,5668.571429,1
-36.74285714,-64.7,647,8480,-1674.285714,8470,5674.285714,1
-36.8,-64.8,648,8490,-1680,8480,5680,1
-36.85714286,-64.9,649,8500,-1685.714286,8490,5685.714286,1
-36.91428571,-65,650,8510,-1691.428571,8500,5691.428571,1
-36.97142857,-65.1,651,8520,-1697.142857,8510,5697.142857,1
-37.02857143,-65.2,652,8530,-1702.857143,8520,5702.857143,1
-37.08571429,-65.3,653,8540,-1708.571429,8530,5708.571429,1
-37.14285714,-65.4,654,8550,-1714.285714,8540,5714.285714,1
-37.2,-65.5,655,8560,-1720,8550,5720,1
-37.25714286,-65.6,656,8570,-1725.714286,8560,5725.714286,1
-37.31428571,-65.7,657,8580,-1731.428571,8570,5731.428571,1
-37.37142857,-65.8,658,8590,-1737.142857,8580,5737.142857,1
-37.42857143,-65.9,659,8600,-1742.857143,8590,5742.857143,1
-37.48571429,-66,660,8610,-1748.571429,8600,5748.571429,1
-37.54285714,-66.1,661,8620,-1754.285714,8610,5754.285714,1
-37.6,-66.2,662,8630,-1760,8620,5760,1
-37.65714286,-66.3,663,8640,-1765.714286,8630,5765.714286,1
-37.71428571,-66.4,664,8650,-1771.428571,8640,5771.428571,1
-37.77142857,-66.5,665,8660,-1777.142857,8650,5777.142857,1
-37.82857143,-66.6,666,8670,-1782.857143,8660,5782.857143,1
-37.88571429,-66.7,667,8680,-1788.571429,8670,5788.571429,1
-37.94285714,-66.8,668,8690,-1794.285714,8680,5794.285714,1
-38,-66.9,669,8700,-1800,8690,5800,1
-38.05714286,-67,670,8710,-1805.714286,8700,5805.714286,1
-38.11428571,-67.1,671,8720,-1811.428571,8710,5811.428571,1
-38.17142857,-67.2,672,8730,-1817.142857,8720,5817.142857,1
-38.22857143,-67.3,673,8740,-1822.857143,8730,5822.857143,1
-38.28571429,-67.4,674,8750,-1828.571429,8740,5828.571429,1
-38.34285714,-67.5,675,8760,-1834.285714,8750,5834.285714,1
-38.4,-67.6,676,8770,-1840,8760,5840,1
-38.45714286,-67.7,677,8780,-1845.714286,8770,5845.714286,1
-38.51428571,-67.8,678,8790,-1851.428571,8780,5851.428571,1
-38.57142857,-67.9,679,8800,-1857.142857,8790,5857.142857,1
-38.62857143,-68,680,8810,-1862.857143,8800,5862.857143,1
-38.68571429,-68.1,681,8820,-1868.571429,8810,5868.571429,1
-38.74285714,-68.2,682,8830,-1874.285714,8820,5874.285714,1
-38.8,-68.3,683,8840,-1880,8830,5880,1
-38.85714286,-68.4,684,8850,-1885.714286,8840,5885.714286,1
-38.91428571,-68.5,685,8860,-1891.428571,8850,5891.428571,1
-38.97142857,-68.6,686,8870,-1897.142857,8860,5897.142857,1
-39.02857143,-68.7,687,8880,-1902.857143,8870,5902.857143,1
-39.08571429,-68.8,688,8890,-1908.571429,8880,5908.571429,1
-39.14285714,-68.9,689,8900,-1914.285714,8890,5914.285714,1
-39.2,-69,690,8910,-1920,8900,5920,1
-39.25714286,-69.1,691,8920,-1925.714286,8910,5925.714286,1
-39.31428571,-69.2,692,8930,-1931.428571,8920,5931.428571,1
-39.37142857,-69.3,693,8940,-1937.142857,8930,5937.142857,1
-39.42857143,-69.4,694,8950,-1942.857143,8940,5942.857143,1
-39.48571429,-69.5,695,8960,-1948.571429,8950,5948.571429,1
-39.54285714,-69.6,696,8970,-1954.285714,8960,5954.285714,1
-39.6,-69.7,697,8980,-1960,8970,5960,1
-39.65714286,-69.8,698,8990,-1965.714286,8980,5965.714286,1
-39.71428571,-69.9,699,9000,-1971.428571,8990,5971.428571,1
-39.77142857,-70,700,9010,-1977.142857,9000,5977.142857,1
-39.82857143,-70.1,701,9020,-1982.857143,9010,5982.857143,1
-39.88571429,-70.2,702,9030,-1988.571429,9020,5988.571429,1
-39.94285714,-70.3,703,9040,-1994.285714,9030,5994.285714,1
-40,-70.4,704,9050,-2000,9040,6000,1
-40.05714286,-70.5,705,9060,-2005.714286,9050,6005.714286,1
-40.11428571,-70.6,706,9070,-2011.428571,9060,6011.428571,1
-40.17142857,-70.7,707,9080,-2017.142857,9070,6017.142857,1
-40.22857143,-70.8,708,9090,-2022.857143,9080,6022.857143,1
-40.28571429,-70.9,709,9100,-2028.571429,9090,6028.571429,1
-40.34285714,-71,710,9110,-2034.285714,9100,6034.285714,1
-40.4,-71.1,711,9120,-2040,9110,6040,1
-40.45714286,-71.2,712,9130,-2045.714286,9120,6045.714286,1
-40.51428571,-71.3,713,9140,-2051.428571,9130,6051.428571,1
-40.57142857,-71.4,714,9150,-2057.142857,9140,6057.142857,1
-40.62857143,-71.5,715,9160,-2062.857143,9150,6062.857143,1
-40.68571429,-71.6,716,9170,-2068.571429,9160,6068.571429,1
-40.74285714,-71.7,717,9180,-2074.285714,9170,6074.285714,1
-40.8,-71.8,718,9190,-2080,9180,6080,1
-40.85714286,-71.9,719,9200,-2085.714286,9190,6085.714286,1
-40.91428571,-72,720,9210,-2091.428571,9200,6091.428571,1
-40.97142857,-72.1,721,9220,-2097.142857,9210,6097.142857,1
-41.02857143,-72.2,722,9230,-2102.857143,9220,6102.857143,1
-41.08571429,-72.3,723,9240,-2108.571429,9230,6108.571429,1
-41.14285714,-72.4,724,9250,-2114.285714,9240,6114.285714,1
-41.2,-72.5,725,9260,-2120,9250,6120,1
-41.25714286,-72.6,726,9270,-2125.714286,9260,6125.714286,1
-41.31428571,-72.7,727,9280,-2131.428571,9270,6131.428571,1
-41.37142857,-72.8,728,9290,-2137.142857,9280,6137.142857,1
-41.42857143,-72.9,729,9300,-2142.857143,9290,6142.857143,1
-41.48571429,-73,730,9310,-2148.571429,9300,6148.571429,1
-41.54285714,-73.1,731,9320,-2154.285714,9310,6154.285714,1
-41.6,-73.2,732,9330,-2160,9320,6160,1
-41.65714286,-73.3,733,9340,-2165.714286,9330,6165.714286,1
-41.71428571,-73.4,734,9350,-2171.428571,9340,6171.428571,1
-41.77142857,-73.5,735,9360,-2177.142857,9350,6177.142857,1
-41.82857143,-73.6,736,9370,-2182.857143,9360,6182.857143,1
-41.88571429,-73.7,737,9380,-2188.571429,9370,6188.571429,1
-41.94285714,-73.8,738,9390,-2194.285714,9380,6194.285714,1
-42,-73.9,739,9400,-2200,9390,6200,1
-42.05714286,-74,740,9410,-2205.714286,9400,6205.714286,1
-42.11428571,-74.1,741,9420,-2211.428571,9410,6211.428571,1
-42.17142857,-74.2,742,9430,-2217.142857,9420,6217.142857,1
-42.22857143,-74.3,743,9440,-2222.857143,9430,6222.857143,1
-42.28571429,-74.4,744,9450,-2228.571429,9440,6228.571429,1
-42.34285714,-74.5,745,9460,-2234.285714,9450,6234.285714,1
-42.4,-74.6,746,9470,-2240,9460,6240,1
-42.45714286,-74.7,747,9480,-2245.714286,9470,6245.714286,1
-42.51428571,-74.8,748,9490,-2251.428571,9480,6251.428571,1
-42.57142857,-74.9,749,9500,-2257.142857,9490,6257.142857,1
-42.62857143,-75,750,9510,-2262.857143,9500,6262.857143,1
-42.68571429,-75.1,751,9520,-2268.571429,9510,6268.571429,1
-42.74285714,-75.2,752,9530,-2274.285714,9520,6274.285714,1
-42.8,-75.3,753,9540,-2280,9530,6280,1
-42.85714286,-75.4,754,9550,-2285.714286,9540,6285.714286,1
-42.91428571,-75.5,755,9560,-2291.428571,9550,6291.428571,1
-42.97142857,-75.6,756,9570,-2297.142857,9560,6297.142857,1
-43.02857143,-75.7,757,9580,-2302.857143,9570,6302.857143,1
-43.08571429,-75.8,758,9590,-2308.571429,9580,6308.571429,1
-43.14285714,-75.9,759,9600,-2314.285714,9590,6314.285714,1
-43.2,-76,760,9610,-2320,9600,6320,1
-43.25714286,-76.1,761,9620,-2325.714286,9610,6325.714286,1
-43.31428571,-76.2,762,9630,-2331.428571,9620,6331.428571,1
-43.37142857,-76.3,763,9640,-2337.142857,9630,6337.142857,1
-43.42857143,-76.4,764,9650,-2342.857143,9640,6342.857143,1
-43.48571429,-76.5,765,9660,-2348.571429,9650,6348.571429,1
-43.54285714,-76.6,766,9670,-2354.285714,9660,6354.285714,1
-43.6,-76.7,767,9680,-2360,9670,6360,1
-43.65714286,-76.8,768,9690,-2365.714286,9680,6365.714286,1
-43.71428571,-76.9,769,9700,-2371.428571,9690,6371.428571,1
-43.77142857,-77,770,9710,-2377.142857,9700,6377.142857,1
-43.82857143,-77.1,771,9720,-2382.857143,9710,6382.857143,1
-43.88571429,-77.2,772,9730,-2388.571429,9720,6388.571429,1
-43.94285714,-77.3,773,9740,-2394.285714,9730,6394.285714,1
-44,-77.4,774,9750,-2400,9740,6400,1
-44.05714286,-77.5,775,9760,-2405.714286,9750,6405.714286,1
-44.11428571,-77.6,776,9770,-2411.428571,9760,6411.428571,1
-44.17142857,-77.7,777,9780,-2417.142857,9770,6417.142857,1
-44.22857143,-77.8,778,9790,-2422.857143,9780,6422.857143,1
-44.28571429,-77.9,779,9800,-2428.571429,9790,6428.571429,1
-44.34285714,-78,780,9810,-2434.285714,9800,6434.285714,1
-44.4,-78.1,781,9820,-2440,9810,6440,1
-44.45714286,-78.2,782,9830,-2445.714286,9820,6445.714286,1
-44.51428571,-78.3,783,9840,-2451.428571,9830,6451.428571,1
-44.57142857,-78.4,784,9850,-2457.142857,9840,6457.142857,1
-44.62857143,-78.5,785,9860,-2462.857143,9850,6462.857143,1
-44.68571429,-78.6,786,9870,-2468.571429,9860,6468.571429,1
-44.74285714,-78.7,787,9880,-2474.285714,9870,6474.285714,1
-44.8,-78.8,788,9890,-2480,9880,6480,1
-44.85714286,-78.9,789,9900,-2485.714286,9890,6485.714286,1
-44.91428571,-79,790,9910,-2491.428571,9900,6491.428571,1
-44.97142857,-79.1,791,9920,-2497.142857,9910,6497.142857,1
-45.02857143,-79.2,792,9930,-2502.857143,9920,6502.857143,1
-45.08571429,-79.3,793,9940,-2508.571429,9930,6508.571429,1
-45.14285714,-79.4,794,9950,-2514.285714,9940,6514.285714,1
-45.2,-79.5,795,9960,-2520,9950,6520,1
-45.25714286,-79.6,796,9970,-2525.714286,9960,6525.714286,1
-45.31428571,-79.7,797,9980,-2531.428571,9970,6531.428571,1
-45.37142857,-79.8,798,9990,-2537.142857,9980,6537.142857,1
-45.42857143,-79.9,799,10000,-2542.857143,9990,6542.857143,1
-45.48571429,-80,800,10010,-2548.571429,10000,6548.571429,1
-45.54285714,-80.1,801,10020,-2554.285714,10010,6554.285714,1
-45.6,-80.2,802,10030,-2560,10020,6560,1
-45.65714286,-80.3,803,10040,-2565.714286,10030,6565.714286,1
-45.71428571,-80.4,804,10050,-2571.428571,10040,6571.428571,1
-45.77142857,-80.5,805,10060,-2577.142857,10050,6577.142857,1
-45.82857143,-80.6,806,10070,-2582.857143,10060,6582.857143,1
-45.88571429,-80.7,807,10080,-2588.571429,10070,6588.571429,1
-45.94285714,-80.8,808,10090,-2594.285714,10080,6594.285714,1
-46,-80.9,809,10100,-2600,10090,6600,1
-46.05714286,-81,810,10110,-2605.714286,10100,6605.714286,1
-46.11428571,-81.1,811,10120,-2611.428571,10110,6611.428571,1
-46.17142857,-81.2,812,10130,-2617.142857,10120,6617.142857,1
-46.22857143,-81.3,813,10140,-2622.857143,10130,6622.857143,1
-46.28571429,-81.4,814,10150,-2628.571429,10140,6628.571429,1
-46.34285714,-81.5,815,10160,-2634.285714,10150,6634.285714,1
-46.4,-81.6,816,10170,-2640,10160,6640,1
-46.45714286,-81.7,817,10180,-2645.714286,10170,6645.714286,1
-46.51428571,-81.8,818,10190,-2651.428571,10180,6651.428571,1
-46.57142857,-81.9,819,10200,-2657.142857,10190,6657.142857,1
-46.62857143,-82,820,10210,-2662.857143,10200,6662.857143,1
-46.68571429,-82.1,821,10220,-2668.571429,10210,6668.571429,1
-46.74285714,-82.2,822,10230,-2674.285714,10220,6674.285714,1
-46.8,-82.3,823,10240,-2680,10230,6680,1
-46.85714286,-82.4,824,10250,-2685.714286,10240,6685.714286,1
-46.91428571,-82.5,825,10260,-2691.428571,10250,6691.428571,1
-46.97142857,-82.6,826,10270,-2697.142857,10260,6697.142857,1
-47.02857143,-82.7,827,10280,-2702.857143,10270,6702.857143,1
-47.08571429,-82.8,828,10290,-2708.571429,10280,6708.571429,1
-47.14285714,-82.9,829,10300,-2714.285714,10290,6714.285714,1
-47.2,-83,830,10310,-2720,10300,6720,1
-47.25714286,-83.1,831,10320,-2725.714286,10310,6725.714286,1
-47.31428571,-83.2,832,10330,-2731.428571,10320,6731.428571,1
-47.37142857,-83.3,833,10340,-2737.142857,10330,6737.142857,1
-47.42857143,-83.4,834,10350,-2742.857143,10340,6742.857143,1
-47.48571429,-83.5,835,10360,-2748.571429,10350,6748.571429,1
-47.54285714,-83.6,836,10370,-2754.285714,10360,6754.285714,1
-47.6,-83.7,837,10380,-2760,10370,6760,1
-47.65714286,-83.8,838,10390,-2765.714286,10380,6765.714286,1
-47.71428571,-83.9,839,10400,-2771.428571,10390,6771.428571,1
-47.77142857,-84,840,10410,-2777.142857,10400,6777.142857,1
